+----+---------+--------+--------+-------+--------+--------------+-------+---------+--------+--------+---------+---------------------+
|    |   order |   scan | name   |   att |   coll |   wavelength |   det |   det_y |   temp |   moni |    time | name_hdf            |
| 14 |      19 | 080351 | B      |     2 |    4.5 |  5.0023e-09  |   4.5 |       0 |  24.97 |     10 |   19.25 | sans2021n080351.hdf |
| 15 |      20 | 080352 | C      |     2 |    4.5 |  5.00284e-09 |   4.5 |       0 |  25    |     10 |   16.96 | sans2021n080352.hdf |
| 16 |      21 | 080353 | D      |     2 |    4.5 |  5.00284e-09 |   4.5 |       0 |  25.01 |     10 |   17.03 | sans2021n080353.hdf |
| 17 |      22 | 080354 | E      |     2 |    4.5 |  5.00176e-09 |   4.5 |       0 |  24.98 |     10 |   16.93 | sans2021n080354.hdf |
| 18 |      23 | 080355 | F      |     2 |    4.5 |  5.00176e-09 |   4.5 |       0 |  25.02 |     10 |   17.07 | sans2021n080355.hdf |
| 19 |      24 | 080356 | G      |     2 |    4.5 |  4.99819e-09 |   4.5 |       0 |  25.04 |     10 |   17.07 | sans2021n080356.hdf |
| 20 |      25 | 080357 | H      |     2 |    4.5 |  4.99819e-09 |   4.5 |       0 |  25.03 |     10 |   16.95 | sans2021n080357.hdf |
| 21 |      26 | 080358 | I      |     2 |    4.5 |  4.99926e-09 |   4.5 |       0 |  25.03 |     10 |   16.96 | sans2021n080358.hdf |
| 22 |      27 | 080359 | J      |     2 |    4.5 |  4.99926e-09 |   4.5 |       0 |  25.03 |     10 |   17.02 | sans2021n080359.hdf |
| 23 |      28 | 080360 | K      |     2 |    4.5 |  4.99944e-09 |   4.5 |       0 |  25.01 |     10 |   17.01 | sans2021n080360.hdf |
| 24 |      29 | 080361 | L      |     2 |    4.5 |  4.99944e-09 |   4.5 |       0 |  25    |     10 |   18.31 | sans2021n080361.hdf |
| 25 |      30 | 080362 | M      |     2 |    4.5 |  5.0023e-09  |   4.5 |       0 |  24.99 |     10 |   16.92 | sans2021n080362.hdf |
| 26 |      31 | 080363 | N      |     2 |    4.5 |  5.0023e-09  |   4.5 |       0 |  24.99 |     10 |   17    | sans2021n080363.hdf |
| 27 |      32 | 080364 | O      |     2 |    4.5 |  5.00051e-09 |   4.5 |       0 |  24.98 |     10 |   16.94 | sans2021n080364.hdf |
| 28 |      33 | 080365 | P      |     2 |    4.5 |  5.00051e-09 |   4.5 |       0 |  24.99 |     10 |   16.98 | sans2021n080365.hdf |
| 29 |      34 | 080366 | Q      |     2 |    4.5 |  5.00051e-09 |   4.5 |       0 |  25.01 |     10 |   17.02 | sans2021n080366.hdf |
| 30 |      35 | 080367 | R      |     2 |    4.5 |  5.00051e-09 |   4.5 |       0 |  24.99 |     10 |   16.98 | sans2021n080367.hdf |
| 31 |      36 | 080368 | S      |     2 |    4.5 |  4.99872e-09 |   4.5 |       0 |  25.01 |     10 |   17.02 | sans2021n080368.hdf |
| 32 |      37 | 080369 | T      |     2 |    4.5 |  5.00033e-09 |   4.5 |       0 |  24.99 |     10 |   17.01 | sans2021n080369.hdf |
| 33 |      38 | 080370 | U      |     2 |    4.5 |  5.00033e-09 |   4.5 |       0 |  25.01 |     10 |   19.22 | sans2021n080370.hdf |
| 34 |      39 | 080371 | V      |     2 |    4.5 |  4.99819e-09 |   4.5 |       0 |  25    |     10 |   17.05 | sans2021n080371.hdf |
| 35 |      40 | 080372 | A      |     0 |    4.5 |  5.00051e-09 |   4.5 |       0 |  25    |     10 |   17.04 | sans2021n080372.hdf |
| 36 |      41 | 080373 | B      |     0 |    4.5 |  5.00051e-09 |   4.5 |       0 |  24.99 |     10 |   17.06 | sans2021n080373.hdf |
| 37 |      42 | 080374 | C      |     0 |    4.5 |  4.99997e-09 |   4.5 |       0 |  25.01 |     10 |   17    | sans2021n080374.hdf |
| 38 |      43 | 080375 | D      |     0 |    4.5 |  5.00051e-09 |   4.5 |       0 |  24.99 |     10 |   17.05 | sans2021n080375.hdf |
| 39 |      44 | 080376 | E      |     0 |    4.5 |  5.00051e-09 |   4.5 |       0 |  24.98 |     10 |   17    | sans2021n080376.hdf |
| 40 |      45 | 080377 | F      |     0 |    4.5 |  5.00284e-09 |   4.5 |       0 |  25.01 |     10 |   17.09 | sans2021n080377.hdf |
| 41 |      46 | 080378 | G      |     0 |    4.5 |  5.00284e-09 |   4.5 |       0 |  24.99 |     10 |   19.62 | sans2021n080378.hdf |
| 42 |      47 | 080379 | H      |     0 |    4.5 |  4.99765e-09 |   4.5 |       0 |  24.99 |     10 |   17.02 | sans2021n080379.hdf |
| 43 |      48 | 080380 | I      |     0 |    4.5 |  4.99765e-09 |   4.5 |       0 |  25    |     10 |   17.11 | sans2021n080380.hdf |
| 44 |      49 | 080381 | J      |     0 |    4.5 |  5.00105e-09 |   4.5 |       0 |  25    |     10 |   17.08 | sans2021n080381.hdf |
| 45 |      50 | 080382 | K      |     0 |    4.5 |  5.00105e-09 |   4.5 |       0 |  24.98 |     10 |   16.97 | sans2021n080382.hdf |
| 46 |      51 | 080383 | L      |     0 |    4.5 |  5.00105e-09 |   4.5 |       0 |  24.99 |     10 |   17.05 | sans2021n080383.hdf |
| 47 |      52 | 080384 | M      |     0 |    4.5 |  5.00105e-09 |   4.5 |       0 |  25    |     10 |   17.09 | sans2021n080384.hdf |
| 48 |      53 | 080385 | N      |     0 |    4.5 |  5.00105e-09 |   4.5 |       0 |  25.01 |     10 |   16.96 | sans2021n080385.hdf |
| 49 |      54 | 080386 | O      |     0 |    4.5 |  5.00105e-09 |   4.5 |       0 |  24.99 |     10 |   16.97 | sans2021n080386.hdf |
| 50 |      55 | 080387 | P      |     0 |    4.5 |  5.0023e-09  |   4.5 |       0 |  25.01 |     10 |   17.01 | sans2021n080387.hdf |
| 51 |      56 | 080388 | Q      |     0 |    4.5 |  4.99819e-09 |   4.5 |       0 |  24.98 |     10 |   27.14 | sans2021n080388.hdf |
| 52 |      57 | 080389 | R      |     0 |    4.5 |  4.99819e-09 |   4.5 |       0 |  24.97 |     10 |   17.09 | sans2021n080389.hdf |
| 53 |      58 | 080390 | S      |     0 |    4.5 |  4.99926e-09 |   4.5 |       0 |  24.98 |     10 |   17.1  | sans2021n080390.hdf |
| 54 |      59 | 080391 | T      |     0 |    4.5 |  4.99926e-09 |   4.5 |       0 |  24.99 |     10 |   16.96 | sans2021n080391.hdf |
| 55 |      60 | 080392 | U      |     0 |    4.5 |  5.00051e-09 |   4.5 |       0 |  24.96 |     10 |   16.99 | sans2021n080392.hdf |
| 56 |      61 | 080393 | V      |     0 |    4.5 |  5.00051e-09 |   4.5 |       0 |  24.99 |     10 |   17.02 | sans2021n080393.hdf |
| 57 |      62 | 080394 | A      |     0 |    4.5 |  5.00105e-09 |   4.5 |       0 |  25.02 |    500 |  858.99 | sans2021n080394.hdf |
| 58 |      63 | 080395 | B      |     0 |    4.5 |  5.0023e-09  |   4.5 |       0 |  25.01 |    500 |  859.49 | sans2021n080395.hdf |
| 59 |      64 | 080396 | C      |     0 |    4.5 |  4.99926e-09 |   4.5 |       0 |  25.01 |    500 |  859.06 | sans2021n080396.hdf |
| 60 |      65 | 080397 | D      |     0 |    4.5 |  5.00105e-09 |   4.5 |       0 |  24.98 |    500 |  860.62 | sans2021n080397.hdf |
| 61 |      66 | 080398 | E      |     0 |    4.5 |  4.99819e-09 |   4.5 |       0 |  24.99 |    500 |  869.47 | sans2021n080398.hdf |
| 62 |      67 | 080399 | F      |     0 |    4.5 |  4.99872e-09 |   4.5 |       0 |  25.02 |    500 |  858.07 | sans2021n080399.hdf |
| 63 |      68 | 080400 | G      |     0 |    4.5 |  5.00105e-09 |   4.5 |       0 |  25    |    500 |  860.05 | sans2021n080400.hdf |
| 64 |      69 | 080401 | H      |     0 |    4.5 |  5.00158e-09 |   4.5 |       0 |  25    |    500 |   49.03 | sans2021n080401.hdf |
| 65 |      97 | 080436 | H      |     0 |    4.5 |  5.00105e-09 |   4.5 |       0 |  25.01 |    500 |  859.3  | sans2021n080436.hdf |
| 66 |      98 | 080437 | I      |     0 |    4.5 |  5.0023e-09  |   4.5 |       0 |  25.01 |    500 |  859.74 | sans2021n080437.hdf |
| 67 |      99 | 080438 | J      |     0 |    4.5 |  4.99926e-09 |   4.5 |       0 |  25    |   1000 | 1720.98 | sans2021n080438.hdf |
| 68 |     100 | 080439 | K      |     0 |    4.5 |  5.00105e-09 |   4.5 |       0 |  25    |    500 |  862.65 | sans2021n080439.hdf |
| 69 |     101 | 080440 | L      |     0 |    4.5 |  5.00051e-09 |   4.5 |       0 |  25    |    500 |  870.2  | sans2021n080440.hdf |
| 70 |     102 | 080441 | M      |     0 |    4.5 |  4.99765e-09 |   4.5 |       0 |  24.98 |   1000 | 1719.36 | sans2021n080441.hdf |
| 71 |     103 | 080442 | N      |     0 |    4.5 |  4.99926e-09 |   4.5 |       0 |  25    |   1000 | 1743.4  | sans2021n080442.hdf |
| 72 |     104 | 080443 | O      |     0 |    4.5 |  5.00051e-09 |   4.5 |       0 |  25    |    500 |  859.41 | sans2021n080443.hdf |
| 73 |     105 | 080444 | P      |     0 |    4.5 |  5.00051e-09 |   4.5 |       0 |  24.99 |    500 |  859.98 | sans2021n080444.hdf |
| 74 |     106 | 080445 | Q      |     0 |    4.5 |  5.00033e-09 |   4.5 |       0 |  24.98 |    500 |  859.82 | sans2021n080445.hdf |
| 75 |     107 | 080446 | R      |     0 |    4.5 |  5.00158e-09 |   4.5 |       0 |  25    |    500 |  864.68 | sans2021n080446.hdf |
| 76 |     108 | 080447 | S      |     0 |    4.5 |  5.0023e-09  |   4.5 |       0 |  25    |   1000 | 1676.99 | sans2021n080447.hdf |
| 77 |     109 | 080448 | T      |     0 |    4.5 |  4.99872e-09 |   4.5 |       0 |  24.98 |   1000 | 1686.14 | sans2021n080448.hdf |
| 78 |     110 | 080449 | U      |     0 |    4.5 |  4.99997e-09 |   4.5 |       0 |  24.98 |    500 |  838.87 | sans2021n080449.hdf |
| 79 |     111 | 080450 | V      |     0 |    4.5 |  5.00105e-09 |   4.5 |       0 |  25    |    500 |  838.67 | sans2021n080450.hdf |
| 80 |     112 | 080451 | EC     |     0 |    4.5 |  5.00105e-09 |   4.5 |       0 |  24.99 |   2000 |  622.7  | sans2021n080451.hdf |
+----+---------+--------+--------+-------+--------+--------------+-------+---------+--------+--------+---------+---------------------+
